Employee ID,Date,Check In,Check Out
EMP0056,2024-04-28,07:55:00,13:55:00
EMP0056,2024-04-27,08:23:00,17:23:00
EMP0057,2024-02-18,08:00:00,18:00:00
EMP0057,2024-03-25,07:41:00,17:41:00
EMP0057,2024-03-31,08:29:00,18:29:00
EMP0057,2024-04-09,08:12:00,18:12:00
EMP0057,2024-02-03,07:38:00,15:38:00
EMP0057,2024-03-16,08:07:00,16:07:00
EMP0057,2024-03-15,08:09:00,17:09:00
EMP0057,2024-01-09,07:32:00,13:32:00
EMP0057,2024-04-19,08:16:00,15:16:00
EMP0057,2024-01-30,07:36:00,13:36:00
EMP0058,2024-03-04,08:29:00,17:29:00
EMP0058,2024-02-11,08:18:00,15:18:00
EMP0058,2024-04-08,08:21:00,15:21:00
EMP0058,2024-01-14,08:27:00,15:27:00
EMP0058,2024-04-03,08:27:00,17:27:00
EMP0058,2024-04-06,07:56:00,13:56:00
EMP0058,2024-01-08,08:09:00,16:09:00
EMP0058,2024-01-15,07:32:00,13:32:00
EMP0058,2024-02-26,08:18:00,16:18:00
EMP0058,2024-03-18,08:10:00,14:10:00
EMP0059,2024-04-28,07:41:00,15:41:00
EMP0059,2024-01-14,08:14:00,17:14:00
EMP0059,2024-02-18,07:38:00,17:38:00
EMP0059,2024-03-12,07:42:00,14:42:00
EMP0059,2024-02-02,08:01:00,17:01:00
EMP0059,2024-03-27,07:48:00,14:48:00
EMP0059,2024-01-26,08:17:00,15:17:00
EMP0059,2024-02-25,08:22:00,18:22:00
EMP0059,2024-04-13,08:20:00,15:20:00
EMP0059,2024-01-12,08:07:00,14:07:00
EMP0060,2024-03-21,08:12:00,14:12:00
EMP0060,2024-01-27,07:32:00,14:32:00
EMP0060,2024-04-24,07:30:00,15:30:00
EMP0060,2024-04-09,07:56:00,17:56:00
EMP0060,2024-03-10,08:25:00,14:25:00
EMP0060,2024-02-13,07:41:00,17:41:00
EMP0060,2024-03-04,07:42:00,14:42:00
EMP0060,2024-03-14,08:22:00,17:22:00
EMP0060,2024-03-05,07:52:00,15:52:00
EMP0060,2024-03-20,08:27:00,18:27:00
EMP0061,2024-04-19,07:38:00,13:38:00
EMP0061,2024-02-26,07:57:00,16:57:00
EMP0061,2024-04-21,07:34:00,17:34:00
EMP0061,2024-01-11,07:38:00,17:38:00
EMP0061,2024-02-08,07:36:00,13:36:00
EMP0061,2024-03-04,07:44:00,13:44:00
EMP0061,2024-03-17,08:04:00,16:04:00
EMP0061,2024-01-03,07:44:00,15:44:00
EMP0061,2024-04-28,08:23:00,16:23:00
EMP0061,2024-02-19,08:15:00,16:15:00
EMP0062,2024-01-09,08:25:00,15:25:00
EMP0062,2024-02-06,07:34:00,17:34:00
EMP0062,2024-03-14,07:45:00,17:45:00
EMP0062,2024-04-29,08:09:00,18:09:00
EMP0062,2024-02-09,07:55:00,17:55:00
EMP0062,2024-01-08,08:04:00,14:04:00
EMP0062,2024-03-15,08:00:00,16:00:00
EMP0062,2024-03-24,07:31:00,13:31:00
EMP0062,2024-02-13,07:56:00,15:56:00
EMP0062,2024-01-26,07:51:00,13:51:00
EMP0063,2024-01-18,07:43:00,17:43:00
EMP0063,2024-04-14,08:16:00,16:16:00
EMP0063,2024-04-28,08:18:00,14:18:00
EMP0063,2024-01-31,08:01:00,14:01:00
EMP0063,2024-04-13,08:30:00,18:30:00
EMP0063,2024-04-25,08:09:00,14:09:00
EMP0063,2024-02-14,07:34:00,16:34:00
EMP0063,2024-03-17,08:17:00,18:17:00
EMP0063,2024-04-28,07:35:00,17:35:00
EMP0063,2024-03-02,08:30:00,15:30:00
EMP0064,2024-02-04,08:16:00,14:16:00
EMP0064,2024-01-14,07:32:00,16:32:00
EMP0064,2024-03-05,07:44:00,15:44:00
EMP0064,2024-02-25,08:00:00,16:00:00
EMP0064,2024-04-10,08:24:00,15:24:00
EMP0064,2024-01-03,08:29:00,14:29:00
EMP0064,2024-01-04,08:19:00,15:19:00
EMP0064,2024-03-09,08:08:00,17:08:00
EMP0064,2024-03-28,08:13:00,14:13:00
EMP0064,2024-03-11,08:00:00,14:00:00
EMP0065,2024-02-19,08:19:00,17:19:00
EMP0065,2024-03-30,07:38:00,16:38:00
EMP0065,2024-03-30,07:57:00,17:57:00
EMP0065,2024-01-18,07:37:00,16:37:00
EMP0065,2024-01-16,08:27:00,18:27:00
EMP0065,2024-04-25,07:53:00,15:53:00
EMP0065,2024-01-25,07:51:00,16:51:00
EMP0065,2024-04-27,07:33:00,14:33:00
EMP0065,2024-01-30,07:35:00,17:35:00
EMP0065,2024-01-02,07:44:00,16:44:00
EMP0066,2024-04-05,08:18:00,18:18:00
EMP0066,2024-03-13,07:32:00,13:32:00
EMP0066,2024-04-21,08:16:00,15:16:00
EMP0066,2024-04-14,07:33:00,13:33:00
EMP0066,2024-01-08,07:38:00,16:38:00
EMP0066,2024-01-24,07:48:00,13:48:00
EMP0066,2024-02-10,07:52:00,17:52:00
EMP0066,2024-03-24,08:26:00,15:26:00
EMP0066,2024-02-07,07:38:00,17:38:00
EMP0066,2024-02-20,08:00:00,14:00:00
EMP0067,2024-03-25,07:34:00,13:34:00
EMP0067,2024-02-02,08:30:00,18:30:00
EMP0067,2024-01-27,08:01:00,16:01:00
EMP0067,2024-04-24,08:28:00,15:28:00
EMP0067,2024-02-26,08:15:00,16:15:00
EMP0067,2024-04-30,07:53:00,17:53:00
EMP0067,2024-02-07,08:25:00,15:25:00
EMP0067,2024-03-08,08:27:00,16:27:00
EMP0067,2024-02-10,08:14:00,18:14:00
EMP0067,2024-03-05,07:36:00,13:36:00
EMP0068,2024-02-14,08:27:00,17:27:00
EMP0068,2024-03-31,08:30:00,18:30:00
EMP0068,2024-03-03,07:47:00,13:47:00
EMP0068,2024-01-27,08:28:00,15:28:00
EMP0068,2024-04-17,08:03:00,15:03:00
EMP0068,2024-02-09,08:17:00,18:17:00
EMP0068,2024-01-27,07:37:00,15:37:00
EMP0068,2024-04-02,08:22:00,15:22:00
EMP0068,2024-01-05,07:45:00,16:45:00
EMP0068,2024-03-24,08:18:00,17:18:00
EMP0069,2024-01-15,07:31:00,16:31:00
EMP0069,2024-04-17,07:32:00,15:32:00
EMP0069,2024-02-05,08:07:00,17:07:00
EMP0069,2024-02-08,08:22:00,14:22:00
EMP0069,2024-01-08,07:47:00,17:47:00
EMP0069,2024-02-19,08:01:00,14:01:00
EMP0069,2024-04-20,07:54:00,16:54:00
EMP0069,2024-02-26,07:32:00,14:32:00
EMP0069,2024-01-27,07:54:00,14:54:00
EMP0069,2024-03-25,07:57:00,17:57:00
EMP0070,2024-01-07,08:12:00,16:12:00
EMP0070,2024-01-05,08:04:00,16:04:00
EMP0070,2024-04-29,07:31:00,17:31:00
EMP0070,2024-04-06,08:27:00,16:27:00
EMP0070,2024-04-28,08:23:00,16:23:00
EMP0070,2024-04-13,08:18:00,18:18:00
EMP0070,2024-01-28,08:18:00,14:18:00
EMP0070,2024-02-13,08:16:00,18:16:00
EMP0070,2024-02-25,08:25:00,17:25:00
EMP0070,2024-04-10,08:16:00,14:16:00
EMP0071,2024-04-13,07:36:00,17:36:00
EMP0071,2024-02-19,08:30:00,16:30:00
EMP0071,2024-04-19,08:30:00,18:30:00
EMP0071,2024-02-29,07:57:00,17:57:00
EMP0071,2024-04-02,08:06:00,18:06:00
EMP0071,2024-02-03,07:40:00,16:40:00
EMP0071,2024-02-29,08:17:00,15:17:00
EMP0071,2024-01-17,08:28:00,14:28:00
EMP0071,2024-02-05,08:21:00,16:21:00
EMP0071,2024-01-11,07:45:00,17:45:00
EMP0072,2024-02-07,07:51:00,17:51:00
EMP0072,2024-02-20,07:32:00,17:32:00
EMP0072,2024-02-05,07:53:00,15:53:00
EMP0072,2024-03-25,07:46:00,17:46:00
EMP0072,2024-01-02,07:37:00,15:37:00
EMP0072,2024-03-13,08:12:00,16:12:00
EMP0072,2024-04-17,07:46:00,14:46:00
EMP0072,2024-02-26,07:59:00,13:59:00
EMP0072,2024-02-26,07:30:00,16:30:00
EMP0072,2024-01-05,07:52:00,16:52:00
EMP0073,2024-03-22,08:24:00,18:24:00
EMP0073,2024-01-28,07:56:00,13:56:00
EMP0073,2024-03-15,08:30:00,14:30:00
EMP0073,2024-02-05,08:27:00,18:27:00
EMP0073,2024-03-11,07:50:00,13:50:00
EMP0073,2024-02-26,07:41:00,15:41:00
EMP0073,2024-04-08,08:20:00,16:20:00
EMP0073,2024-02-03,08:25:00,17:25:00
EMP0073,2024-01-17,07:44:00,14:44:00
EMP0073,2024-01-19,08:25:00,18:25:00
EMP0074,2024-03-24,07:33:00,14:33:00
EMP0074,2024-01-15,08:11:00,14:11:00
EMP0074,2024-01-24,08:13:00,18:13:00
EMP0074,2024-04-20,07:58:00,17:58:00
EMP0074,2024-02-10,07:32:00,17:32:00
EMP0074,2024-04-01,07:44:00,13:44:00
EMP0074,2024-04-01,07:46:00,15:46:00
EMP0074,2024-01-03,08:13:00,16:13:00
EMP0074,2024-03-10,08:15:00,14:15:00
EMP0074,2024-03-17,07:45:00,15:45:00
EMP0075,2024-01-14,07:34:00,17:34:00
EMP0075,2024-02-26,07:37:00,17:37:00
EMP0075,2024-01-10,07:45:00,14:45:00
EMP0075,2024-02-11,08:06:00,16:06:00
EMP0075,2024-04-16,08:22:00,17:22:00
EMP0075,2024-01-10,08:11:00,17:11:00
EMP0075,2024-04-22,07:48:00,14:48:00
EMP0075,2024-01-04,07:50:00,17:50:00
EMP0075,2024-04-10,07:53:00,15:53:00
EMP0075,2024-02-22,08:27:00,16:27:00
EMP0076,2024-03-01,08:30:00,16:30:00
EMP0076,2024-03-20,07:31:00,14:31:00
EMP0076,2024-02-17,07:32:00,15:32:00
EMP0076,2024-04-29,07:39:00,17:39:00
EMP0076,2024-01-04,07:36:00,17:36:00
EMP0076,2024-01-28,08:21:00,16:21:00
EMP0076,2024-03-06,08:15:00,18:15:00
EMP0076,2024-04-10,08:07:00,16:07:00
EMP0076,2024-04-30,07:43:00,16:43:00
EMP0076,2024-04-16,08:07:00,14:07:00
EMP0077,2024-03-25,08:16:00,15:16:00
EMP0077,2024-02-18,08:18:00,14:18:00
EMP0077,2024-01-10,08:29:00,15:29:00
EMP0077,2024-03-13,08:02:00,18:02:00
EMP0077,2024-03-21,08:05:00,17:05:00
EMP0077,2024-03-09,08:16:00,14:16:00
EMP0077,2024-04-18,08:26:00,18:26:00
EMP0077,2024-04-12,07:33:00,17:33:00
EMP0077,2024-03-01,08:12:00,18:12:00
EMP0077,2024-03-07,07:58:00,15:58:00
EMP0078,2024-02-04,07:42:00,17:42:00
EMP0078,2024-02-07,08:28:00,15:28:00
EMP0078,2024-02-12,07:45:00,15:45:00
EMP0078,2024-01-30,07:59:00,15:59:00
EMP0078,2024-04-05,07:37:00,14:37:00
EMP0078,2024-02-26,08:16:00,17:16:00
EMP0078,2024-02-16,07:35:00,15:35:00
EMP0078,2024-03-12,08:02:00,14:02:00
EMP0078,2024-04-27,07:53:00,16:53:00
EMP0078,2024-03-18,07:44:00,16:44:00
EMP0079,2024-04-10,07:56:00,14:56:00
EMP0079,2024-03-13,08:22:00,15:22:00
EMP0079,2024-04-28,08:04:00,15:04:00
EMP0079,2024-04-09,08:28:00,17:28:00
EMP0079,2024-03-27,08:07:00,15:07:00
EMP0079,2024-03-18,07:46:00,15:46:00
EMP0079,2024-02-13,07:50:00,13:50:00
EMP0079,2024-01-11,07:56:00,16:56:00
EMP0079,2024-03-05,07:39:00,17:39:00
EMP0079,2024-03-04,08:10:00,15:10:00
EMP0080,2024-04-25,07:41:00,16:41:00
EMP0080,2024-01-02,07:40:00,13:40:00
EMP0080,2024-02-23,07:46:00,17:46:00
EMP0080,2024-04-01,08:29:00,17:29:00
EMP0080,2024-04-05,07:36:00,14:36:00
EMP0080,2024-04-21,07:32:00,16:32:00
EMP0080,2024-01-04,08:14:00,15:14:00
EMP0080,2024-01-10,07:38:00,17:38:00
EMP0080,2024-04-20,08:03:00,17:03:00
EMP0080,2024-04-25,07:57:00,15:57:00
EMP0081,2024-01-17,07:55:00,17:55:00
EMP0081,2024-01-31,08:15:00,16:15:00
EMP0081,2024-01-16,07:51:00,15:51:00
EMP0081,2024-03-16,08:08:00,18:08:00
EMP0081,2024-01-14,08:16:00,14:16:00
EMP0081,2024-01-10,08:17:00,16:17:00
EMP0081,2024-02-27,08:28:00,17:28:00
EMP0081,2024-03-21,07:58:00,16:58:00
EMP0081,2024-02-07,08:18:00,17:18:00
EMP0081,2024-03-30,07:38:00,14:38:00
EMP0082,2024-04-02,08:19:00,18:19:00
EMP0082,2024-04-27,08:22:00,18:22:00
EMP0082,2024-01-11,07:39:00,13:39:00
EMP0082,2024-03-16,08:07:00,16:07:00
EMP0082,2024-03-27,08:11:00,17:11:00
EMP0082,2024-02-18,07:50:00,16:50:00
EMP0082,2024-01-23,08:02:00,18:02:00
EMP0082,2024-02-05,08:30:00,14:30:00
EMP0082,2024-01-30,07:49:00,16:49:00
EMP0082,2024-02-13,07:33:00,17:33:00
EMP0083,2024-03-07,08:27:00,18:27:00
EMP0083,2024-03-15,08:02:00,17:02:00
EMP0083,2024-02-06,07:50:00,16:50:00
EMP0083,2024-02-10,08:18:00,15:18:00
EMP0083,2024-01-19,07:32:00,14:32:00
EMP0083,2024-02-25,08:03:00,16:03:00
EMP0083,2024-03-14,08:26:00,18:26:00
EMP0083,2024-02-10,07:36:00,15:36:00
EMP0083,2024-02-06,07:40:00,13:40:00
EMP0083,2024-02-06,07:47:00,16:47:00
EMP0084,2024-02-26,07:44:00,14:44:00
EMP0084,2024-02-06,08:30:00,16:30:00
EMP0084,2024-03-18,08:18:00,14:18:00
EMP0084,2024-04-28,07:44:00,15:44:00
EMP0084,2024-01-19,07:36:00,14:36:00
EMP0084,2024-03-11,08:23:00,18:23:00
EMP0084,2024-04-06,07:40:00,13:40:00
EMP0084,2024-03-17,08:27:00,14:27:00
EMP0084,2024-04-24,08:04:00,18:04:00
EMP0084,2024-04-12,07:42:00,13:42:00
EMP0085,2024-03-03,08:23:00,14:23:00
EMP0085,2024-02-17,07:43:00,15:43:00
EMP0085,2024-04-30,08:30:00,18:30:00
EMP0085,2024-02-24,08:16:00,17:16:00
EMP0085,2024-03-07,07:38:00,16:38:00
EMP0085,2024-02-07,08:28:00,14:28:00
EMP0085,2024-04-01,08:15:00,14:15:00
EMP0085,2024-02-26,08:26:00,17:26:00
EMP0085,2024-03-04,07:46:00,13:46:00
EMP0085,2024-04-20,07:38:00,15:38:00
EMP0086,2024-04-03,08:12:00,14:12:00
EMP0086,2024-02-15,08:21:00,14:21:00
EMP0086,2024-04-05,08:20:00,15:20:00
EMP0086,2024-04-03,07:34:00,15:34:00
EMP0086,2024-01-21,08:02:00,16:02:00
EMP0086,2024-02-05,07:59:00,17:59:00
EMP0086,2024-03-27,08:19:00,14:19:00
EMP0086,2024-03-31,08:14:00,16:14:00
EMP0086,2024-04-24,08:29:00,14:29:00
EMP0086,2024-02-25,07:36:00,17:36:00
EMP0087,2024-02-10,07:42:00,17:42:00
EMP0087,2024-03-25,08:23:00,14:23:00
EMP0087,2024-03-22,08:10:00,14:10:00
EMP0087,2024-02-01,07:38:00,17:38:00
EMP0087,2024-02-18,08:25:00,15:25:00
EMP0087,2024-03-27,07:42:00,15:42:00
EMP0087,2024-03-01,07:39:00,16:39:00
EMP0087,2024-04-14,07:41:00,16:41:00
EMP0087,2024-02-06,07:38:00,14:38:00
EMP0087,2024-03-22,08:26:00,14:26:00
EMP0088,2024-03-07,08:24:00,15:24:00
EMP0088,2024-01-01,07:57:00,13:57:00
EMP0088,2024-03-03,08:05:00,18:05:00
EMP0088,2024-01-27,08:15:00,15:15:00
EMP0088,2024-01-05,07:56:00,15:56:00
EMP0088,2024-03-19,07:54:00,17:54:00
EMP0088,2024-01-31,08:10:00,16:10:00
EMP0088,2024-03-02,08:03:00,15:03:00
EMP0088,2024-04-22,07:49:00,14:49:00
EMP0088,2024-04-22,07:48:00,16:48:00
EMP0089,2024-03-03,08:20:00,17:20:00
EMP0089,2024-03-17,07:52:00,17:52:00
EMP0089,2024-03-02,07:48:00,13:48:00
EMP0089,2024-01-29,07:37:00,15:37:00
EMP0089,2024-02-23,07:58:00,15:58:00
EMP0089,2024-02-01,08:12:00,17:12:00
EMP0089,2024-01-15,07:41:00,16:41:00
EMP0089,2024-02-10,08:12:00,14:12:00
EMP0089,2024-02-14,08:14:00,17:14:00
EMP0089,2024-03-31,07:38:00,16:38:00
EMP0090,2024-04-17,08:21:00,17:21:00
EMP0090,2024-03-17,07:56:00,14:56:00
EMP0090,2024-01-04,07:48:00,15:48:00
EMP0090,2024-03-05,07:43:00,16:43:00
EMP0090,2024-01-08,08:05:00,16:05:00
EMP0090,2024-02-03,08:13:00,16:13:00
EMP0090,2024-02-22,07:55:00,16:55:00
EMP0090,2024-02-24,07:55:00,15:55:00
EMP0090,2024-04-26,07:33:00,15:33:00
EMP0090,2024-03-03,08:16:00,15:16:00
EMP0091,2024-02-13,08:10:00,14:10:00
EMP0091,2024-02-09,07:58:00,16:58:00
EMP0091,2024-01-29,08:06:00,15:06:00
EMP0091,2024-03-09,07:43:00,13:43:00
EMP0091,2024-03-19,08:09:00,16:09:00
EMP0091,2024-01-17,08:08:00,18:08:00
EMP0091,2024-01-03,08:30:00,14:30:00
EMP0091,2024-04-12,07:54:00,13:54:00
EMP0091,2024-04-09,08:15:00,16:15:00
EMP0091,2024-04-26,07:52:00,17:52:00
EMP0092,2024-01-09,08:11:00,14:11:00
EMP0092,2024-03-07,07:43:00,15:43:00
EMP0092,2024-03-09,07:42:00,14:42:00
EMP0092,2024-04-17,08:04:00,17:04:00
EMP0092,2024-04-20,08:15:00,15:15:00
EMP0092,2024-02-07,08:21:00,15:21:00
EMP0092,2024-04-26,07:53:00,15:53:00
EMP0092,2024-02-22,07:43:00,17:43:00
EMP0092,2024-04-03,07:45:00,13:45:00
EMP0092,2024-01-05,08:24:00,14:24:00
EMP0093,2024-04-06,08:30:00,18:30:00
EMP0093,2024-01-14,08:02:00,17:02:00
EMP0093,2024-04-11,08:01:00,14:01:00
EMP0093,2024-01-21,07:48:00,15:48:00
EMP0093,2024-01-04,07:44:00,14:44:00
EMP0093,2024-01-05,07:47:00,13:47:00
EMP0093,2024-04-14,08:20:00,17:20:00
EMP0093,2024-03-24,07:55:00,14:55:00
EMP0093,2024-04-14,08:17:00,16:17:00
EMP0093,2024-04-20,07:35:00,13:35:00
EMP0094,2024-01-10,08:02:00,17:02:00
EMP0094,2024-01-03,07:30:00,17:30:00
EMP0094,2024-03-18,08:28:00,15:28:00
EMP0094,2024-01-13,08:17:00,18:17:00
EMP0094,2024-04-11,07:55:00,14:55:00
EMP0094,2024-04-16,08:08:00,16:08:00
EMP0094,2024-04-10,07:50:00,16:50:00
EMP0094,2024-03-06,08:17:00,14:17:00
EMP0094,2024-02-08,07:47:00,16:47:00
EMP0094,2024-01-26,07:36:00,15:36:00
EMP0095,2024-03-24,08:06:00,17:06:00
EMP0095,2024-02-18,07:48:00,16:48:00
EMP0095,2024-01-12,07:44:00,16:44:00
EMP0095,2024-03-12,07:47:00,16:47:00
EMP0095,2024-02-06,08:28:00,18:28:00
EMP0095,2024-03-05,07:45:00,16:45:00
EMP0095,2024-01-03,08:01:00,17:01:00
EMP0095,2024-02-17,08:18:00,18:18:00
EMP0095,2024-04-01,07:36:00,16:36:00
EMP0095,2024-01-29,08:06:00,14:06:00
EMP0096,2024-02-20,08:19:00,15:19:00
EMP0096,2024-02-27,07:53:00,16:53:00
EMP0096,2024-03-13,07:36:00,15:36:00
EMP0096,2024-02-12,07:39:00,13:39:00
EMP0096,2024-01-13,08:05:00,15:05:00
EMP0096,2024-01-27,08:25:00,17:25:00
EMP0096,2024-03-16,07:45:00,13:45:00
EMP0096,2024-01-19,07:55:00,17:55:00
EMP0096,2024-04-17,08:00:00,18:00:00
EMP0096,2024-04-02,08:23:00,18:23:00
EMP0097,2024-04-07,07:44:00,13:44:00
EMP0097,2024-04-08,08:01:00,16:01:00
EMP0097,2024-02-22,07:49:00,15:49:00
EMP0097,2024-04-16,07:39:00,13:39:00
EMP0097,2024-02-11,08:14:00,18:14:00
EMP0097,2024-03-17,07:56:00,13:56:00
EMP0097,2024-02-04,08:14:00,15:14:00
EMP0097,2024-04-06,08:05:00,17:05:00
EMP0097,2024-03-10,08:01:00,16:01:00
EMP0097,2024-03-24,07:45:00,15:45:00
EMP0098,2024-02-29,08:15:00,17:15:00
EMP0098,2024-03-06,08:05:00,14:05:00
EMP0098,2024-04-27,07:36:00,16:36:00
EMP0098,2024-03-30,07:34:00,16:34:00
EMP0098,2024-01-17,08:18:00,14:18:00
EMP0098,2024-01-21,08:03:00,14:03:00
EMP0098,2024-01-22,07:42:00,16:42:00
EMP0098,2024-04-21,07:37:00,13:37:00
EMP0098,2024-04-23,07:57:00,16:57:00
EMP0098,2024-01-22,08:10:00,18:10:00
EMP0099,2024-03-03,07:38:00,17:38:00
EMP0099,2024-02-23,07:55:00,13:55:00
EMP0099,2024-02-07,07:37:00,16:37:00
EMP0099,2024-02-07,08:16:00,16:16:00
EMP0099,2024-03-07,07:50:00,17:50:00
EMP0099,2024-04-23,07:53:00,17:53:00
EMP0099,2024-03-24,07:40:00,14:40:00
EMP0099,2024-02-07,08:03:00,15:03:00
EMP0099,2024-04-12,08:09:00,16:09:00
EMP0099,2024-03-07,08:08:00,16:08:00
EMP0100,2024-03-01,07:59:00,14:59:00
EMP0100,2024-04-29,07:51:00,14:51:00
EMP0100,2024-01-22,08:03:00,17:03:00
EMP0100,2024-01-02,07:50:00,16:50:00
EMP0100,2024-01-23,07:39:00,16:39:00
EMP0100,2024-01-09,07:30:00,15:30:00
EMP0100,2024-03-30,07:42:00,14:42:00
EMP0100,2024-03-29,07:36:00,17:36:00
EMP0100,2024-02-28,07:51:00,13:51:00
EMP0100,2024-01-08,08:09:00,17:09:00
EMP0101,2024-03-17,07:40:00,13:40:00
EMP0101,2024-02-14,08:10:00,18:10:00
EMP0101,2024-04-23,07:44:00,15:44:00
EMP0101,2024-03-21,07:30:00,14:30:00
EMP0101,2024-02-05,07:48:00,16:48:00
EMP0101,2024-03-15,08:16:00,16:16:00
EMP0101,2024-02-17,08:09:00,17:09:00
EMP0101,2024-04-29,07:46:00,17:46:00
EMP0101,2024-03-10,08:11:00,15:11:00
EMP0101,2024-01-10,08:07:00,15:07:00
EMP0102,2024-01-14,08:16:00,15:16:00
EMP0102,2024-02-05,07:41:00,15:41:00
EMP0102,2024-03-13,07:36:00,14:36:00
EMP0102,2024-04-12,08:03:00,18:03:00
EMP0102,2024-03-23,08:19:00,17:19:00
EMP0102,2024-02-12,08:06:00,18:06:00
EMP0102,2024-03-18,07:47:00,17:47:00
EMP0102,2024-03-26,08:28:00,17:28:00
EMP0102,2024-01-27,07:40:00,13:40:00
EMP0102,2024-04-10,07:44:00,14:44:00
EMP0103,2024-01-12,08:29:00,18:29:00
EMP0103,2024-01-19,07:39:00,14:39:00
EMP0103,2024-03-01,08:25:00,14:25:00
EMP0103,2024-02-11,07:34:00,13:34:00
EMP0103,2024-01-18,08:02:00,17:02:00
EMP0103,2024-02-24,08:12:00,17:12:00
EMP0103,2024-02-11,07:49:00,17:49:00
EMP0103,2024-04-07,07:37:00,14:37:00
EMP0103,2024-03-12,07:55:00,16:55:00
EMP0103,2024-04-09,07:54:00,16:54:00
EMP0104,2024-02-15,07:49:00,17:49:00
EMP0104,2024-02-10,08:03:00,14:03:00
EMP0104,2024-04-23,08:08:00,15:08:00
EMP0104,2024-01-22,08:30:00,16:30:00
EMP0104,2024-04-01,07:39:00,16:39:00
EMP0104,2024-03-12,07:58:00,16:58:00
EMP0104,2024-03-29,08:20:00,16:20:00
EMP0104,2024-03-28,07:37:00,17:37:00
EMP0104,2024-04-25,07:57:00,15:57:00
EMP0104,2024-01-23,07:31:00,15:31:00
EMP0105,2024-04-19,07:59:00,15:59:00
EMP0105,2024-04-03,07:57:00,14:57:00
EMP0105,2024-03-19,08:05:00,15:05:00
EMP0105,2024-02-18,07:53:00,14:53:00
EMP0105,2024-04-29,08:17:00,14:17:00
EMP0105,2024-01-26,07:58:00,15:58:00
EMP0105,2024-03-08,07:42:00,13:42:00
EMP0105,2024-03-16,07:49:00,15:49:00
EMP0105,2024-01-13,08:28:00,16:28:00
EMP0105,2024-04-27,07:46:00,17:46:00
EMP0106,2024-04-27,07:30:00,17:30:00
EMP0106,2024-02-04,07:32:00,15:32:00
EMP0106,2024-03-23,08:00:00,17:00:00
EMP0106,2024-01-06,08:14:00,16:14:00
EMP0106,2024-02-05,08:10:00,14:10:00
EMP0106,2024-03-14,08:22:00,14:22:00
EMP0106,2024-04-20,08:15:00,17:15:00
EMP0106,2024-03-18,08:10:00,17:10:00
EMP0106,2024-03-03,07:41:00,16:41:00
EMP0106,2024-04-05,08:25:00,18:25:00
EMP0107,2024-04-13,07:36:00,13:36:00
EMP0107,2024-02-17,07:31:00,17:31:00
EMP0107,2024-04-24,08:15:00,15:15:00
EMP0107,2024-03-31,08:17:00,15:17:00
EMP0107,2024-04-21,08:24:00,15:24:00
EMP0107,2024-01-11,07:56:00,13:56:00
EMP0107,2024-01-08,07:58:00,13:58:00
EMP0107,2024-02-10,07:36:00,17:36:00
EMP0107,2024-02-05,08:24:00,15:24:00
EMP0107,2024-03-24,08:09:00,14:09:00
EMP0108,2024-02-12,08:23:00,16:23:00
EMP0108,2024-04-24,08:15:00,15:15:00
EMP0108,2024-04-25,08:07:00,16:07:00
EMP0108,2024-03-07,07:30:00,16:30:00
EMP0108,2024-02-23,08:23:00,14:23:00
EMP0108,2024-01-09,07:42:00,17:42:00
EMP0108,2024-01-19,08:16:00,16:16:00
EMP0108,2024-01-11,07:41:00,16:41:00
EMP0108,2024-01-06,07:47:00,17:47:00
EMP0108,2024-01-26,08:14:00,18:14:00
EMP0109,2024-02-22,07:41:00,13:41:00
EMP0109,2024-02-09,07:47:00,17:47:00
EMP0109,2024-02-14,07:37:00,15:37:00
EMP0109,2024-02-29,08:06:00,14:06:00
EMP0109,2024-03-13,08:29:00,17:29:00
EMP0109,2024-01-12,07:37:00,13:37:00
EMP0109,2024-01-24,08:16:00,14:16:00
EMP0109,2024-01-24,07:50:00,17:50:00
EMP0109,2024-03-21,07:31:00,14:31:00
EMP0109,2024-04-10,07:30:00,14:30:00
EMP0110,2024-03-22,07:53:00,16:53:00
EMP0110,2024-01-11,08:26:00,15:26:00
EMP0110,2024-02-09,08:23:00,15:23:00
EMP0110,2024-04-05,08:18:00,15:18:00
EMP0110,2024-02-09,07:33:00,16:33:00
EMP0110,2024-03-31,07:48:00,14:48:00
EMP0110,2024-02-05,07:38:00,17:38:00
EMP0110,2024-02-10,07:56:00,14:56:00
EMP0110,2024-04-16,07:42:00,15:42:00
EMP0110,2024-04-23,07:42:00,14:42:00
EMP0111,2024-02-07,07:46:00,16:46:00
EMP0111,2024-02-03,07:35:00,16:35:00
EMP0111,2024-02-15,08:07:00,16:07:00
EMP0111,2024-02-14,08:19:00,18:19:00
EMP0111,2024-02-27,08:23:00,15:23:00
EMP0111,2024-01-05,08:30:00,18:30:00
EMP0111,2024-02-19,07:39:00,17:39:00
EMP0111,2024-03-13,07:43:00,16:43:00
EMP0111,2024-02-14,08:11:00,16:11:00
EMP0111,2024-01-27,07:51:00,17:51:00
EMP0112,2024-03-11,08:23:00,16:23:00
EMP0112,2024-01-12,08:02:00,15:02:00
EMP0112,2024-02-03,07:43:00,16:43:00
EMP0112,2024-02-03,07:32:00,13:32:00
EMP0112,2024-03-07,08:12:00,15:12:00
EMP0112,2024-03-01,07:38:00,16:38:00
EMP0112,2024-03-16,07:50:00,15:50:00
